"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Этажность","Высота.потолков","Тип.перекрытий","Подъездов","Количество.лифтов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","cumprod","discounted_value","Number.of.queries","treatment","distance","weights","subclass"
220493,"2020-03-01","220 493 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1,220493,145,1,0.636455344264926,1,"1"
228764,"2020-04-01","228 764 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1,228764,104,1,0.636455344264926,1,"2"
228764,"2020-05-01","228 764 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1,228764,89,1,0.636455344264926,1,"3"
239315,"2020-06-01","239 315 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.0508,227745.527217358,140,1,0.636455344264926,1,"4"
236383,"2020-07-01","236 383 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.0508,224955.272173582,285,1,0.636455344264926,1,"5"
242815,"2020-08-01","242 815 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.0508,231076.322801675,231,1,0.636455344264926,1,"6"
264480,"2020-09-01","264 480 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.1582,228354.342945951,165,1,0.636455344264926,1,"7"
271186,"2020-12-01","271 186 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.2571,215723.490573542,3965,1,0.636455344264926,1,"8"
253054,"2021-01-01","253 054 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.2571,201299.817039217,4242,1,0.636455344264926,1,"9"
249660,"2021-02-01","249 660 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.2571,198599.9522711,2360,1,0.636455344264926,1,"10"
241441,"2021-03-01","241 441 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.2618,191346.489142495,5047,1,0.636455344264926,1,"11"
249352,"2021-04-01","249 352 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.2618,197616.103978443,4886,1,0.636455344264926,1,"12"
258928,"2021-05-01","258 928 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.2618,205205.262323665,3581,1,0.636455344264926,1,"13"
273997,"2021-06-01","273 997 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.3949,196427.70091046,8302,1,0.636455344264926,1,"14"
294263,"2021-07-01","294 263 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.3949,210956.340956341,15217,1,0.636455344264926,1,"15"
300768,"2021-08-01","300 768 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.3949,215619.757688723,7491,1,0.636455344264926,1,"16"
286521,"2021-09-01","286 521 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.4572,196624.348064782,11447,1,0.636455344264926,1,"17"
292509,"2021-10-01","292 509 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.4572,200733.598682405,3829,1,0.636455344264926,1,"18"
308614,"2021-11-01","308 614 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.4572,211785.616250343,5839,1,0.636455344264926,1,"19"
308614,"2021-12-01","308 614 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5085,204583.360954591,8106,1,0.636455344264926,1,"20"
314879,"2022-01-01","314 879 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5085,208736.493205171,5887,1,0.636455344264926,1,"21"
315990,"2022-02-01","315 990 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5085,209472.986410341,4637,1,0.636455344264926,1,"22"
327094,"2022-04-01","327 094 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5085,216833.941000994,4312,1,0.636455344264926,1,"23"
275862,"2022-05-01","275 862 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5085,182871.726881008,6927,1,0.636455344264926,1,"24"
272414,"2022-06-01","272 414 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5665,173899.776571976,9903,1,0.636455344264926,1,"25"
291396,"2022-07-01","291 396 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5665,186017.235876157,5384,1,0.636455344264926,1,"26"
300303,"2022-08-01","300 303 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5665,191703.159910629,6974,1,0.636455344264926,1,"27"
312955,"2022-09-01","312 955 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5985,195780.419142947,6155,1,0.636455344264926,1,"28"
315520,"2022-10-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5985,197385.048482953,14684,1,0.636455344264926,1,"29"
311993,"2022-11-01","311 993 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5985,195178.604942133,24961,1,0.636455344264926,1,"30"
311993,"2022-12-01","311 993 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.6162,193041.084024254,17100,1,0.636455344264926,1,"31"
315520,"2023-02-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.6162,195223.363445118,12911,1,0.636455344264926,1,"32"
315520,"2023-03-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,1.5821,199431.135832122,18245,1,0.636455344264926,1,"33"
